t  net  edges  BIC
148  88  435  236137.274089539
148  89  431  236207.15774226
148  90  438  236195.456483463
148  91  432  236161.208001556
148  92  437  236173.802363328
148  93  437  236201.001662631
148  94  433  236210.993829286
148  95  432  236208.893842574
148  96  432  236189.752107809
148  97  432  236233.923716077
148  98  432  236181.536309974
148  99  430  236196.139527525
148  100  438  236191.237244617
148  101  435  236169.411544689
148  102  432  236203.931847913
148  103  433  236223.003003547
148  104  431  236170.185130968
148  105  435  236198.797292285
148  106  432  236203.580487835
148  107  435  236220.519564753
148  108  432  236206.689679013
148  109  435  236260.721992118
148  110  435  236233.576370717
148  111  440  236248.313547156
148  112  431  236265.523574316
148  113  432  236180.975311986
148  114  435  236189.656316578
148  115  435  236185.528542681
148  116  429  236212.312708476
148  117  434  236204.36910915
148  118  432  236193.763355695
148  119  438  236188.627476787
148  120  436  236173.40852544
148  121  431  236224.748484208
148  122  430  236232.656794061
148  123  429  236248.539121886
148  124  432  236167.718037685
148  125  433  236206.796422296
148  126  436  236244.776394003
148  127  434  236203.126775345
149  0  435  236229.501355825
149  1  427  236232.524393399
149  2  433  236175.844055792
149  3  435  236211.360720119
149  4  435  236188.383210965
149  5  436  236205.066877391
149  6  438  236199.893780783
149  7  435  236208.530018738
149  8  434  236165.031145154
149  9  432  236136.99067278
149  10  434  236197.151461546
149  11  434  236190.385504484
149  12  435  236181.018725059
149  13  436  236168.780686264
149  14  439  236204.415467485
149  15  434  236166.574522641
149  16  436  236227.987177122
149  17  438  236215.497842281
149  18  431  236177.683149457
149  19  435  236206.511887555
149  20  433  236208.003935188
149  21  433  236225.477805897
149  22  434  236194.650094633
149  23  435  236181.439761
149  24  434  236249.632031929
149  25  433  236198.440647109
149  26  428  236212.317057654
149  27  433  236226.82562208
149  28  435  236185.419068382
149  29  433  236231.261505298
149  30  438  236245.170621555
149  31  434  236207.804187563
149  32  434  236183.507632925
149  33  436  236195.811800389
149  34  432  236207.996220841
149  35  437  236187.30854926
149  36  438  236188.873869828
149  37  430  236230.622338572
149  38  434  236162.138484555
149  39  430  236144.574303854
149  40  433  236212.074188472
149  41  429  236210.073076
149  42  430  236175.408977403
149  43  432  236228.843879043
149  44  433  236252.296846813
149  45  433  236156.61872326
149  46  431  236211.628264757
149  47  436  236258.515379785
149  48  436  236220.52606177
149  49  436  236235.102362101
149  50  435  236184.348721376
149  51  430  236179.24466139
149  52  433  236229.598974309
149  53  436  236186.366093183
149  54  434  236172.567792202
149  55  434  236218.864797081
149  56  431  236203.810574416
149  57  434  236210.739602472
149  58  431  236202.024497931
149  59  434  236227.133591908
149  60  436  236196.329183567
149  61  431  236205.730889585
149  62  432  236232.709545733
149  63  434  236191.611535705
149  64  432  236180.634703137
149  65  437  236218.776418077
149  66  440  236182.33358656
149  67  437  236172.456643541
149  68  430  236180.673093603
149  69  431  236228.34497225
149  70  436  236255.059472323
149  71  437  236170.78707672
149  72  436  236160.784339527
149  73  435  236168.037632967
149  74  432  236180.165469596
149  75  429  236231.514353464
149  76  434  236161.616988291
149  77  436  236184.309780742
149  78  437  236216.076306762
149  79  434  236268.952625007
149  80  439  236211.968454881
149  81  437  236191.094404282
149  82  435  236190.753409735
149  83  434  236219.3812361
149  84  433  236232.170103386
149  85  433  236189.646072231
149  86  435  236225.975380003
149  87  433  236216.250782741
149  88  434  236167.282876319
149  89  436  236216.783206284
149  90  437  236200.140176576
149  91  434  236162.503530108
149  92  436  236166.083847678
149  93  434  236197.718025849
149  94  434  236208.276624574
149  95  434  236186.642123633
149  96  433  236166.036828012
149  97  433  236239.035687364
149  98  429  236194.043968685
149  99  429  236212.180715601
149  100  437  236186.434114487
149  101  435  236183.86369538
149  102  432  236204.521058168
149  103  434  236211.55373829
149  104  432  236179.169375738
149  105  434  236215.103510793
149  106  432  236180.355934208
149  107  434  236231.633547056
149  108  435  236209.971373367
149  109  435  236247.169590023
149  110  433  236218.222739959
149  111  440  236273.300279863
149  112  429  236266.681948562
149  113  434  236167.610236821
149  114  434  236187.226814151
149  115  433  236196.703485673
149  116  430  236209.729759821
149  117  435  236219.424039224
149  118  435  236208.243307226
149  119  437  236196.293811718
149  120  437  236188.902414652
149  121  431  236236.167891026
149  122  431  236211.303149012
149  123  431  236230.928573453
149  124  435  236169.498353399
149  125  433  236200.116734767
149  126  433  236232.449160805
149  127  434  236205.121347661
150  0  432  236230.927931073
150  1  429  236231.125844603
150  2  435  236177.046934689
150  3  433  236197.035273748
150  4  434  236210.693041261
150  5  436  236196.422852541
150  6  439  236208.776367486
150  7  434  236211.31178101
150  8  437  236145.776682706
150  9  431  236128.651953956
150  10  432  236216.430950051
150  11  434  236193.026789707
150  12  433  236163.168537914
150  13  436  236183.21372601
150  14  437  236207.923297412
150  15  433  236169.694027745
150  16  435  236227.910024873
150  17  436  236221.66516148
150  18  434  236166.735105365
150  19  435  236200.205716507
150  20  432  236210.313276168
150  21  436  236231.091533752
150  22  430  236191.493786955
150  23  434  236194.931757559
150  24  436  236247.472694213
150  25  435  236194.252943844
150  26  427  236202.852126329
150  27  436  236225.783226381
150  28  437  236190.634672201
150  29  432  236250.122592657
150  30  439  236234.009425806
150  31  434  236215.404527214
150  32  432  236169.968827937
150  33  436  236198.726616323
150  34  432  236206.523100813
150  35  435  236169.548075213
150  36  435  236184.982143807
150  37  433  236226.965996845
150  38  435  236182.286362189
150  39  428  236147.0315783
150  40  435  236220.789816456
150  41  435  236217.607668437
150  42  430  236185.144666815
150  43  436  236226.331471042
150  44  433  236252.35603439
150  45  434  236164.924012449
150  46  431  236195.635773894
150  47  435  236263.512997711
150  48  437  236200.19998127
150  49  437  236234.245192233
150  50  434  236173.251895657
150  51  429  236199.838633478
150  52  433  236235.759101388
150  53  437  236191.13844856
150  54  435  236172.69366051
150  55  435  236215.987167462
150  56  432  236210.002825951
150  57  428  236206.190270483
150  58  434  236210.674491182
150  59  437  236226.158755525
150  60  437  236175.638281069
150  61  434  236212.927232273
150  62  435  236229.056850244
150  63  432  236203.366887853
150  64  436  236172.448292427
150  65  438  236187.659703999
150  66  437  236198.315279681
150  67  437  236191.511901013
150  68  431  236171.372406411
150  69  428  236200.654645697
150  70  436  236254.654020694
150  71  438  236184.790677304
150  72  435  236163.408963078
150  73  435  236169.059559126
150  74  433  236180.15012159
150  75  426  236212.6234195
150  76  431  236167.048991797
150  77  435  236166.248357194
150  78  438  236214.641932597
150  79  437  236272.796766516
150  80  438  236192.290208968
150  81  438  236199.536888877
150  82  433  236196.830532601
150  83  432  236217.812086965
150  84  431  236209.950089836
150  85  437  236184.540305918
150  86  433  236215.767479442
150  87  433  236232.383427662
150  88  433  236146.985810751
150  89  431  236214.218608872
150  90  437  236206.059600148
150  91  433  236164.824565017
150  92  436  236165.235035913
150  93  434  236213.433162028
150  94  431  236224.786495089
150  95  434  236187.821850677
150  96  436  236180.606347806
150  97  433  236234.145696817
150  98  429  236180.555577325
150  99  431  236219.483602093
150  100  437  236191.25713697
150  101  434  236188.528627261
150  102  430  236208.325709889
150  103  437  236231.76014056
150  104  433  236175.030617632
150  105  433  236206.425152404
150  106  433  236176.161976995
150  107  434  236236.749596997
150  108  431  236194.613028884
150  109  436  236255.976227163
150  110  433  236210.714642538
150  111  439  236293.180018508
150  112  433  236276.455130706
150  113  430  236180.093398184
150  114  437  236176.270964864
150  115  432  236189.274848424
150  116  431  236224.548283651
150  117  432  236219.58234244
150  118  435  236195.673317345
150  119  435  236186.443375397
150  120  437  236190.374956119
150  121  430  236228.012718875
150  122  432  236227.974024535
150  123  430  236238.621362658
150  124  438  236180.763290437
150  125  429  236197.52361062
150  126  431  236238.569488611
150  127  433  236204.567245529
151  0  432  236213.733814624
151  1  429  236226.659847622
151  2  434  236172.216411946
151  3  434  236203.753095428
151  4  432  236211.093791914
151  5  432  236201.991973624
151  6  439  236219.181130511
151  7  438  236230.547736792
151  8  437  236140.118687176
151  9  434  236150.767891658
151  10  434  236212.270486068
151  11  434  236194.230202957
151  12  433  236182.337209306
151  13  437  236188.999287758
151  14  436  236211.952458869
151  15  433  236170.73428333
151  16  432  236234.647996641
151  17  437  236214.223055732
151  18  436  236190.282184013
151  19  435  236210.136920446
151  20  433  236193.557352479
151  21  437  236217.020360963
151  22  432  236188.561349392
151  23  434  236180.221660718
151  24  433  236229.525415129
151  25  435  236167.133224919
151  26  425  236198.166353387
151  27  434  236228.294063837
151  28  435  236203.805395331
151  29  436  236255.805820898
151  30  438  236229.562436574
151  31  433  236218.359129681
151  32  434  236182.07562071
151  33  434  236196.363396072
151  34  430  236198.909021661
151  35  436  236168.073217434
151  36  435  236173.819273621
151  37  435  236222.965007755
151  38  432  236192.468725294
151  39  428  236160.876506058
151  40  437  236212.007529067
151  41  430  236201.931622804
151  42  428  236174.807656068
151  43  439  236223.982382323
151  44  432  236244.595870165
151  45  433  236177.599292631
151  46  431  236198.861728683
151  47  434  236261.541452487
151  48  439  236185.239698667
151  49  434  236219.907771556
151  50  437  236197.805680066
151  51  428  236204.251494149
151  52  431  236241.263492951
151  53  436  236188.634026182
151  54  435  236180.1045157
151  55  437  236218.217736788
151  56  436  236212.441901768
151  57  432  236205.460609579
151  58  433  236216.333533434
151  59  436  236223.181423408
151  60  435  236193.719213824
151  61  433  236208.656873123
151  62  435  236263.267908076
151  63  432  236193.985086587
151  64  434  236185.313045739
151  65  439  236195.80158128
151  66  438  236199.597696817
151  67  438  236200.503711473
151  68  433  236165.571996095
151  69  427  236213.62047505
151  70  436  236273.630661898
151  71  435  236171.569946265
151  72  436  236151.24500017
151  73  435  236183.328789988
151  74  435  236175.366372687
151  75  431  236228.197400351
151  76  433  236178.680192047
151  77  442  236194.162260369
151  78  437  236225.331857403
151  79  435  236265.396031174
