t  net  edges  BIC
140  36  435  236201.881478725
140  37  435  236220.975692901
140  38  432  236184.992256317
140  39  433  236214.179797256
140  40  433  236199.853807861
140  41  429  236173.405762995
140  42  431  236204.060015466
140  43  439  236225.914404705
140  44  430  236241.450129308
140  45  431  236163.553544052
140  46  436  236266.301437204
140  47  431  236241.528070084
140  48  432  236185.011185282
140  49  438  236212.113113359
140  50  433  236199.921739663
140  51  431  236220.98448684
140  52  429  236247.163721186
140  53  435  236193.236301162
140  54  438  236184.145700269
140  55  435  236267.336088021
140  56  432  236201.747352768
140  57  433  236215.854560976
140  58  431  236208.043972574
140  59  434  236204.013778785
140  60  435  236234.172673414
140  61  432  236209.240192389
140  62  430  236246.524711638
140  63  438  236199.45085058
140  64  433  236158.419294393
140  65  433  236204.335427029
140  66  436  236171.522348035
140  67  437  236167.216612533
140  68  432  236186.440025939
140  69  437  236229.093089829
140  70  440  236230.690360825
140  71  433  236175.618236191
140  72  435  236173.47700465
140  73  433  236159.439447326
140  74  441  236193.870122328
140  75  432  236206.704341318
140  76  430  236176.110235976
140  77  435  236194.334718605
140  78  434  236231.027799984
140  79  434  236262.789010866
140  80  432  236197.560172471
140  81  438  236206.341909965
140  82  436  236195.785874075
140  83  433  236205.139078345
140  84  433  236228.568201283
140  85  434  236152.329627204
140  86  435  236215.51336431
140  87  434  236204.791182801
140  88  432  236154.897274382
140  89  434  236228.482107956
140  90  435  236156.722625754
140  91  436  236172.754284651
140  92  436  236185.418617343
140  93  437  236169.923058413
140  94  433  236220.563088485
140  95  434  236189.919628139
140  96  432  236176.020888002
140  97  433  236213.657150075
140  98  433  236195.03396328
140  99  424  236217.150146389
140  100  435  236231.678591249
140  101  432  236155.74287052
140  102  435  236188.252304976
140  103  438  236227.556883267
140  104  432  236160.185155942
140  105  434  236203.720680744
140  106  431  236181.543635033
140  107  434  236205.693758038
140  108  433  236221.075754934
140  109  435  236227.34395626
140  110  433  236195.059893141
140  111  439  236299.536185378
140  112  432  236245.133059546
140  113  432  236164.907908803
140  114  435  236161.690299959
140  115  436  236191.123040204
140  116  435  236192.942670929
140  117  435  236218.827501229
140  118  430  236202.742144075
140  119  431  236199.958563414
140  120  435  236188.237531536
140  121  431  236185.08361693
140  122  433  236176.489712857
140  123  435  236264.453901192
140  124  433  236193.66342063
140  125  432  236204.106960192
140  126  434  236224.819254924
140  127  434  236212.627788343
141  0  433  236222.143669935
141  1  426  236210.41437067
141  2  433  236154.920658294
141  3  436  236203.072565747
141  4  434  236205.069334371
141  5  435  236226.341522303
141  6  437  236220.016361575
141  7  437  236234.945112481
141  8  436  236149.746326851
141  9  429  236132.056769058
141  10  435  236199.434822482
141  11  436  236191.620582961
141  12  437  236195.187400158
141  13  437  236188.678703948
141  14  438  236206.433753965
141  15  433  236196.740280893
141  16  436  236251.299713115
141  17  435  236204.909770452
141  18  433  236181.234407771
141  19  436  236190.597522879
141  20  430  236227.672532503
141  21  431  236222.409793879
141  22  436  236185.704540713
141  23  434  236182.351769619
141  24  437  236264.142492934
141  25  431  236184.007199477
141  26  429  236242.912091521
141  27  433  236218.632354672
141  28  436  236168.019913329
141  29  433  236217.016240525
141  30  432  236224.959250266
141  31  434  236195.09086664
141  32  433  236188.332394334
141  33  434  236177.330921028
141  34  432  236221.434864791
141  35  430  236212.113488652
141  36  433  236192.983676943
141  37  436  236221.80832295
141  38  433  236189.12123502
141  39  430  236209.87732917
141  40  435  236175.798422918
141  41  433  236187.734725471
141  42  430  236205.845197636
141  43  439  236215.841028508
141  44  430  236251.584118807
141  45  428  236176.715984713
141  46  434  236257.6606324
141  47  434  236254.524669843
141  48  432  236182.899217889
141  49  435  236213.709200024
141  50  430  236203.242037131
141  51  433  236211.178273695
141  52  426  236266.917801124
141  53  436  236192.10941107
141  54  435  236184.280437335
141  55  436  236260.080308384
141  56  429  236210.12573826
141  57  434  236226.093101123
141  58  431  236192.373598033
141  59  436  236220.664492422
141  60  433  236240.802453162
141  61  433  236199.222387205
141  62  428  236247.148412267
141  63  439  236218.037256123
141  64  439  236168.200600828
141  65  434  236216.361349323
141  66  434  236166.012900454
141  67  437  236168.220925977
141  68  431  236178.056379541
141  69  436  236228.122980415
141  70  439  236251.229163618
141  71  438  236203.296815083
141  72  435  236167.72038157
141  73  433  236161.195579842
141  74  439  236178.37767616
141  75  430  236200.225832957
141  76  435  236190.131498652
141  77  433  236189.708280088
141  78  434  236233.521380597
141  79  433  236255.794236627
141  80  435  236189.817726273
141  81  437  236190.960463906
141  82  438  236178.008175853
141  83  433  236201.676100827
141  84  432  236247.022679177
141  85  435  236158.529277004
141  86  434  236227.397887873
141  87  436  236195.220281135
141  88  437  236163.815202429
141  89  434  236226.159830518
141  90  434  236164.060640956
141  91  437  236175.068219451
141  92  437  236165.90533838
141  93  437  236171.779197148
141  94  432  236220.078434533
141  95  432  236183.583586004
141  96  433  236192.393187795
141  97  432  236209.145150937
141  98  430  236173.901426953
141  99  423  236194.992457908
141  100  433  236191.618975446
141  101  434  236161.828286833
141  102  434  236195.522030994
141  103  439  236230.708245786
141  104  430  236163.199360294
141  105  437  236192.226679014
141  106  431  236190.380591398
141  107  434  236210.856360917
141  108  433  236216.800230487
141  109  434  236227.382556589
141  110  434  236195.840271121
141  111  440  236297.174332445
141  112  433  236243.077662347
141  113  432  236166.672673696
141  114  436  236160.641785674
141  115  433  236190.443111645
141  116  430  236200.614998768
141  117  434  236225.765485091
141  118  432  236217.522955551
141  119  431  236200.839832511
141  120  431  236184.159235816
141  121  431  236193.061306018
141  122  431  236159.888466439
141  123  432  236263.849055961
141  124  437  236165.817195989
141  125  430  236184.545008744
141  126  436  236232.572498999
141  127  432  236206.854183049
142  0  432  236233.127595919
142  1  424  236205.110078954
142  2  431  236152.357266415
142  3  440  236202.401666607
142  4  434  236198.582237813
142  5  433  236231.867659482
142  6  435  236208.816831833
142  7  437  236243.343977742
142  8  434  236136.662671587
142  9  430  236132.277821744
142  10  435  236193.861597203
142  11  434  236172.422425819
142  12  436  236183.049890178
142  13  437  236194.820329678
142  14  439  236212.957414775
142  15  436  236197.305009284
142  16  435  236264.616019255
142  17  437  236203.102164591
142  18  432  236198.481068287
142  19  433  236187.356110978
142  20  430  236217.95752372
142  21  432  236214.778340991
142  22  436  236184.548057112
142  23  434  236186.549547889
142  24  435  236281.646974431
142  25  431  236189.445020241
142  26  431  236253.709178055
142  27  435  236230.145126624
142  28  435  236160.392742314
142  29  437  236226.093758402
142  30  434  236225.223367207
142  31  434  236197.005893698
142  32  433  236180.390968742
142  33  432  236192.662608552
142  34  431  236224.053160386
142  35  434  236210.783731528
142  36  432  236185.312143495
142  37  436  236221.938101359
142  38  430  236187.93979783
142  39  433  236182.097237272
142  40  433  236191.008429208
142  41  429  236178.837614386
142  42  430  236201.555881276
142  43  438  236203.597522685
142  44  430  236255.816498979
142  45  432  236182.562174709
142  46  434  236226.405229042
142  47  431  236266.862379755
142  48  433  236172.112188891
142  49  435  236222.948314754
142  50  431  236194.506931752
142  51  432  236210.198431355
142  52  429  236259.992537613
142  53  437  236182.389976353
142  54  434  236191.084298062
142  55  438  236236.040227731
142  56  430  236194.674530441
142  57  433  236228.929818542
142  58  433  236197.958748238
142  59  439  236212.898539981
142  60  433  236218.883588658
142  61  432  236192.430778679
142  62  428  236236.096358015
142  63  439  236228.662957614
142  64  438  236175.141482723
142  65  435  236204.088633995
142  66  435  236164.349429801
142  67  436  236166.913382492
142  68  432  236182.841479441
142  69  433  236249.137541377
142  70  440  236232.958337645
142  71  440  236200.485416645
142  72  429  236151.017252974
142  73  434  236168.521180349
142  74  439  236174.487214474
142  75  430  236186.731888184
142  76  434  236155.158852439
142  77  434  236198.227434998
142  78  434  236235.721649464
142  79  431  236248.192586911
142  80  433  236192.089177885
142  81  440  236193.652892575
142  82  436  236178.011519531
142  83  433  236202.091850152
142  84  429  236202.975780561
142  85  435  236170.631238697
142  86  431  236223.18376832
142  87  433  236203.724321347
142  88  436  236146.96163714
142  89  435  236229.712877721
142  90  436  236172.901349657
142  91  436  236163.238575584
142  92  439  236179.719119942
142  93  432  236193.081110152
142  94  436  236233.786354709
142  95  432  236180.880569494
142  96  432  236193.118162359
142  97  431  236202.025997856
142  98  430  236170.063495598
142  99  430  236202.745702055
142  100  434  236197.099453756
142  101  434  236160.282150269
142  102  433  236199.297790336
142  103  438  236227.916741954
142  104  430  236169.650448017
142  105  435  236193.513575462
142  106  430  236190.376680186
142  107  435  236220.936817856
142  108  431  236210.444064108
142  109  433  236227.206971404
142  110  432  236215.934151311
142  111  440  236284.67065938
142  112  434  236233.696563737
142  113  430  236180.633851934
142  114  435  236154.272459782
142  115  432  236185.271134831
142  116  432  236192.00964923
142  117  434  236230.848207037
142  118  429  236201.764662264
142  119  432  236187.737861104
142  120  432  236180.683220718
142  121  431  236190.789754605
142  122  431  236182.078336574
142  123  434  236258.88198071
142  124  432  236169.845586449
142  125  431  236177.598807985
142  126  437  236237.816377947
142  127  436  236219.840826755
143  0  431  236222.160595484
143  1  421  236197.187151379
143  2  431  236167.456582222
143  3  438  236192.932762837
143  4  436  236204.748281814
143  5  437  236215.943206017
143  6  435  236204.69679056
143  7  437  236276.23858856
143  8  436  236143.096178891
143  9  433  236144.128773487
143  10  436  236220.288553556
143  11  434  236201.353030365
143  12  436  236181.909451597
143  13  435  236185.393930631
143  14  441  236219.155843077
143  15  434  236195.711906419
143  16  438  236273.173594831
143  17  435  236224.169843095
143  18  434  236204.941324974
143  19  435  236187.480404754
143  20  430  236216.471281357
143  21  435  236216.481592244
143  22  436  236185.413403012
143  23  435  236194.558159267
143  24  435  236270.303100907
143  25  433  236186.077239468
143  26  434  236252.477902033
143  27  434  236230.928289082
143  28  435  236161.702620045
143  29  437  236234.011007929
143  30  437  236205.191777469
143  31  438  236242.180464866
143  32  433  236188.912306481
143  33  431  236197.773730973
143  34  431  236216.969738515
143  35  435  236196.547251184
143  36  432  236187.922885902
143  37  433  236227.049456766
143  38  431  236204.288121146
143  39  433  236172.957312129
143  40  434  236193.266570744
143  41  435  236178.60218601
143  42  429  236195.590145051
143  43  438  236207.552715762
143  44  428  236261.464112125
143  45  434  236179.621709441
143  46  433  236220.236418157
143  47  434  236279.634104669
143  48  433  236184.44044283
143  49  435  236213.431967462
143  50  431  236195.838468063
143  51  430  236201.247858709
143  52  433  236250.133541454
143  53  432  236179.896061944
143  54  435  236192.923075876
143  55  438  236221.650138813
143  56  430  236205.755796014
143  57  432  236222.885050444
143  58  432  236198.316750694
143  59  437  236234.212872349
143  60  432  236213.9763331
143  61  436  236211.99544279
143  62  430  236228.7130199
143  63  438  236221.565115135
143  64  439  236163.070049886
143  65  436  236178.9794872
143  66  436  236172.560293652
143  67  436  236200.581291828
143  68  432  236186.050099438
143  69  435  236246.87372705
143  70  439  236249.605191885
143  71  439  236188.862311107
143  72  433  236160.901324278
143  73  430  236172.414108704
143  74  437  236171.53022735
143  75  431  236199.215428214
143  76  433  236152.202320857
143  77  434  236190.323641631
143  78  435  236246.176642973
143  79  435  236241.456989689
143  80  435  236190.871771751
143  81  439  236177.47318742
143  82  434  236179.118523725
143  83  430  236187.756578887
143  84  427  236212.496637473
143  85  434  236177.694323459
143  86  433  236228.923902869
143  87  434  236210.391810732
143  88  436  236135.820374437
143  89  435  236231.73026798
143  90  438  236171.192242199
143  91  434  236184.363525192
143  92  437  236174.899800048
143  93  437  236208.097737846
143  94  433  236242.545289025
143  95  434  236181.863707231
143  96  431  236191.558837111
143  97  429  236220.048479041
143  98  432  236179.929124593
143  99  428  236211.72710675
143  100  437  236200.571026548
143  101  432  236179.334231691
143  102  436  236217.280264142
143  103  438  236224.12914918
143  104  434  236180.33383288
143  105  436  236187.588571849
143  106  429  236182.607723541
143  107  433  236225.235976802
143  108  431  236199.569380553
143  109  433  236233.832512403
143  110  434  236230.632567959
143  111  439  236282.986316687
143  112  433  236230.155287758
143  113  432  236187.76562018
143  114  437  236151.689007035
143  115  433  236196.64014489
143  116  432  236203.59510464
143  117  433  236224.41991461
143  118  431  236202.375057217
143  119  431  236213.378605807
143  120  433  236181.203297288
143  121  432  236210.271619272
143  122  432  236177.978030459
143  123  430  236269.128662837
143  124  435  236166.820398433
143  125  430  236169.208692866
143  126  438  236245.925682059
143  127  437  236205.652462839
144  0  429  236222.434943942
144  1  421  236210.397407071
144  2  430  236162.806038843
144  3  437  236188.31455323
144  4  431  236186.663785283
144  5  437  236233.829465949
144  6  436  236212.28836866
144  7  432  236280.57031145
144  8  437  236144.990815321
144  9  431  236142.000861266
144  10  433  236210.093433853
144  11  435  236196.895667966
144  12  433  236187.098703072
144  13  432  236184.383348424
144  14  439  236233.339874169
144  15  435  236170.80269649
144  16  434  236256.210984046
144  17  434  236239.025461952
144  18  435  236213.473701176
144  19  433  236203.080375033
144  20  432  236203.92927558
144  21  437  236240.308771274
144  22  433  236162.454779493
144  23  431  236167.852458934
144  24  435  236262.150327309
144  25  433  236183.420295876
144  26  434  236256.321806102
144  27  433  236227.192055449
144  28  435  236164.614185055
144  29  438  236238.789034928
144  30  433  236198.10108516
144  31  437  236237.50777964
144  32  436  236190.365918261
144  33  436  236202.774807021
144  34  434  236211.441496162
144  35  437  236191.764341531
144  36  435  236182.972940033
144  37  433  236218.711176187
144  38  432  236196.319898151
144  39  430  236163.660998842
144  40  432  236178.55766575
144  41  436  236180.368063756
144  42  431  236192.042881998
144  43  441  236216.268971652
144  44  429  236269.482104363
144  45  433  236157.709888846
144  46  433  236214.407441283
144  47  434  236259.249722341
144  48  434  236205.330829043
144  49  437  236219.375791679
144  50  434  236190.69801259
144  51  432  236197.277181199
144  52  429  236259.314852313
144  53  433  236189.205329542
144  54  435  236211.038426755
144  55  438  236230.393627674
144  56  430  236200.979010423
144  57  432  236210.170261581
144  58  432  236186.167691904
144  59  436  236243.91019517
144  60  433  236185.086167336
144  61  430  236224.604989672
144  62  430  236205.624146063
144  63  435  236196.517509049
144  64  439  236166.26257506
144  65  436  236191.487205482
144  66  437  236155.397682763
144  67  440  236202.225023698
144  68  432  236214.661214921
144  69  434  236241.25452784
144  70  436  236250.938456491
144  71  437  236166.071966327
144  72  437  236167.940992498
144  73  433  236176.60068082
144  74  435  236166.175219689
144  75  432  236212.146030996
144  76  433  236163.53447773
144  77  432  236173.232200568
144  78  433  236236.452752673
144  79  437  236251.272906194
144  80  435  236191.899054142
144  81  439  236179.46976733
144  82  433  236179.372430764
144  83  433  236195.260783314
144  84  430  236224.850107766
144  85  434  236182.86741699
144  86  431  236221.764096883
144  87  433  236208.715859552
144  88  433  236152.184499943
144  89  434  236225.073531231
144  90  438  236167.580944523
144  91  432  236175.049601048
144  92  436  236175.640642261
144  93  435  236214.482764851
144  94  433  236232.843008703
144  95  434  236189.919421032
144  96  428  236191.51752899
144  97  431  236238.93952449
144  98  430  236192.083517206
144  99  425  236204.051638344
144  100  439  236187.763574943
144  101  434  236156.793118506
144  102  435  236225.762192778
144  103  436  236213.930236594
144  104  432  236186.788302836
144  105  432  236196.728704565
144  106  428  236188.785134106
144  107  433  236218.239053296
144  108  430  236184.580876882
144  109  434  236258.580333017
144  110  433  236223.021077368
144  111  439  236268.704319743
144  112  430  236230.163006043
144  113  434  236183.75798466
144  114  437  236146.59435058
144  115  435  236199.391600297
144  116  433  236195.19268807
144  117  434  236231.965179499
144  118  430  236200.67469488
144  119  430  236218.58741426
144  120  435  236187.337113758
144  121  428  236222.811820993
144  122  433  236209.078613226
144  123  432  236260.635131573
144  124  439  236162.32742415
144  125  431  236154.66284193
144  126  439  236268.092589107
144  127  436  236218.214532432
145  0  430  236222.912163259
145  1  426  236221.364098381
145  2  432  236150.618700799
145  3  438  236186.066181609
145  4  434  236201.314590804
145  5  437  236211.01739213
145  6  437  236205.470140024
145  7  434  236242.748111658
145  8  436  236164.754707631
145  9  436  236143.724655975
145  10  434  236220.629494593
145  11  435  236212.459245085
145  12  434  236190.734224522
145  13  433  236178.608694914
145  14  437  236215.739350819
145  15  435  236162.313741762
145  16  433  236250.559533726
145  17  436  236237.93247143
145  18  437  236208.369701207
145  19  436  236197.843428205
145  20  434  236204.81590551
145  21  435  236232.652628514
145  22  434  236185.783716145
145  23  432  236179.233065692
145  24  432  236266.578382651
145  25  428  236179.50107187
145  26  432  236251.429808321
145  27  436  236222.21301287
145  28  434  236196.978845021
145  29  437  236255.637459257
145  30  436  236198.00364075
145  31  437  236222.094237141
145  32  438  236198.540723229
145  33  437  236203.075191342
145  34  434  236205.393045312
145  35  437  236189.219149429
145  36  434  236185.007012768
145  37  434  236222.77378168
145  38  432  236183.455273785
145  39  429  236166.424818997
145  40  434  236183.891544033
145  41  433  236204.65193975
145  42  431  236185.178341649
145  43  438  236209.277345907
145  44  431  236265.37317829
145  45  430  236150.647390561
145  46  432  236210.305474766
145  47  432  236270.415367599
145  48  431  236201.113548328
145  49  436  236217.616394966
145  50  433  236188.828576675
145  51  429  236175.123142441
145  52  435  236248.165153466
145  53  435  236182.630786907
145  54  435  236199.955649713
145  55  438  236226.505008618
145  56  431  236201.652069051
145  57  433  236223.542430953
145  58  432  236200.903652296
145  59  434  236226.749854612
145  60  430  236190.763839058
145  61  432  236216.476391977
145  62  433  236212.523289018
145  63  436  236185.802298094
145  64  437  236156.720644721
145  65  433  236169.796970828
145  66  438  236161.320524105
145  67  438  236198.314444453
145  68  432  236207.47254564
145  69  435  236226.045233561
145  70  438  236253.225800612
145  71  434  236160.379321026
145  72  437  236165.573890321
145  73  433  236199.10590493
145  74  435  236152.912799556
145  75  432  236201.898874206
145  76  432  236161.19289969
145  77  431  236167.642007441
145  78  434  236252.270973481
145  79  437  236247.125511532
145  80  435  236225.644198972
145  81  436  236168.592013137
145  82  437  236176.191213792
145  83  434  236193.849842456
145  84  431  236227.592526395
145  85  435  236177.890936284
145  86  430  236234.621349231
145  87  433  236212.278769804
145  88  432  236150.764689431
145  89  434  236227.059578832
145  90  437  236166.361953741
145  91  432  236172.939778071
145  92  433  236187.32596526
145  93  435  236206.450434389
145  94  435  236229.660821406
145  95  433  236196.632432744
145  96  430  236163.845744564
145  97  432  236224.926449759
145  98  432  236188.416637406
145  99  427  236204.583902414
145  100  438  236180.231039632
145  101  433  236163.576543929
145  102  434  236227.611615599
145  103  437  236221.212282032
145  104  430  236163.359020942
145  105  436  236197.663828644
145  106  430  236167.473299257
145  107  436  236214.825276546
145  108  430  236169.163224543
145  109  434  236253.409260408
145  110  432  236217.933271826
145  111  437  236270.10852848
145  112  430  236244.120097366
145  113  434  236153.010296335
145  114  439  236161.731594625
145  115  435  236201.344558492
145  116  432  236198.452227144
145  117  435  236241.232023094
145  118  430  236200.430464316
145  119  433  236221.570115607
145  120  437  236189.683558805
145  121  429  236197.404166517
145  122  431  236196.22864144
145  123  431  236270.185639519
145  124  437  236167.370365193
145  125  433  236157.719728101
145  126  438  236256.223589617
145  127  437  236211.029327148
146  0  432  236224.138989787
146  1  426  236240.11964727
146  2  433  236180.009974072
146  3  438  236181.156220553
146  4  435  236193.62446846
146  5  434  236222.39577416
146  6  434  236214.575833106
146  7  434  236238.866756255
146  8  436  236174.310406454
146  9  431  236140.790360354
146  10  433  236221.208959953
146  11  433  236192.382932671
146  12  432  236188.714603525
146  13  433  236156.265887756
146  14  434  236202.653695781
146  15  436  236157.92247854
146  16  434  236243.64072266
146  17  435  236240.910322093
146  18  437  236193.523492288
146  19  436  236206.669918173
146  20  435  236216.75676521
146  21  434  236204.396001885
146  22  434  236187.286720118
146  23  432  236176.721328033
146  24  432  236253.110293025
146  25  427  236176.79126896
146  26  433  236242.290669098
146  27  433  236218.721390535
146  28  435  236199.093308138
146  29  436  236247.016348876
146  30  436  236189.582011838
146  31  432  236236.0449932
146  32  438  236212.635669439
146  33  437  236193.372418387
146  34  434  236222.403402276
146  35  437  236208.816306312
146  36  436  236181.212197434
146  37  434  236229.408737441
146  38  434  236178.357147926
146  39  431  236165.776894165
146  40  434  236188.52824623
146  41  429  236204.1235185
146  42  430  236170.161635044
146  43  439  236202.20537405
146  44  432  236271.4193027
146  45  431  236152.495833991
146  46  430  236196.194214842
146  47  433  236278.494925539
146  48  435  236223.508027124
146  49  434  236220.269375075
146  50  434  236181.184569508
146  51  428  236168.361630968
146  52  434  236248.254982013
146  53  436  236189.403719207
146  54  433  236191.433643192
146  55  436  236232.572790872
146  56  432  236193.287845522
146  57  435  236208.905170114
146  58  432  236212.8196759
146  59  434  236231.753803495
146  60  433  236196.829878445
146  61  430  236194.957881379
146  62  431  236206.980120189
146  63  434  236213.171533133
146  64  435  236180.181476902
146  65  432  236194.700367191
146  66  438  236158.303763705
146  67  437  236196.499691103
146  68  434  236207.461097827
146  69  434  236229.187621298
146  70  439  236251.913950986
146  71  436  236168.18558674
146  72  436  236160.246753426
146  73  434  236203.699528802
146  74  435  236176.283792947
146  75  432  236201.780106223
146  76  428  236158.896142248
146  77  432  236167.326384893
146  78  438  236247.746117032
146  79  432  236248.96115526
146  80  434  236237.688218823
146  81  436  236192.156285527
146  82  440  236188.110804623
146  83  435  236196.49062019
146  84  432  236246.986402819
146  85  433  236177.4798988
146  86  430  236215.010432362
146  87  432  236211.637523959
146  88  436  236145.241078305
146  89  432  236224.642967705
146  90  437  236185.143041465
146  91  432  236160.98466889
146  92  436  236183.124657106
146  93  436  236211.944805754
146  94  435  236194.700934119
146  95  431  236200.602351521
146  96  435  236179.304943653
146  97  431  236215.145749668
146  98  433  236179.37435392
146  99  430  236202.06314338
146  100  435  236197.245295964
146  101  432  236153.097586104
146  102  434  236207.85764382
146  103  436  236233.07639838
146  104  429  236158.157353773
146  105  434  236193.207316115
146  106  430  236173.088336046
146  107  436  236228.577037118
146  108  430  236169.981402411
146  109  434  236238.771685558
146  110  433  236244.712863473
146  111  441  236268.838064422
146  112  429  236244.388763584
146  113  434  236168.103723328
146  114  437  236167.754370583
146  115  433  236194.051334203
146  116  434  236208.331564565
146  117  432  236217.760504011
146  118  428  236200.275267242
146  119  436  236206.43586865
146  120  436  236175.484018467
146  121  429  236219.879571756
146  122  431  236206.722827265
146  123  430  236266.414456047
146  124  434  236167.899533331
146  125  435  236189.613236189
146  126  436  236252.320897316
146  127  435  236200.93621398
147  0  430  236236.249519703
147  1  429  236233.315049141
147  2  431  236166.940234923
147  3  437  236184.465840018
147  4  435  236190.441520782
147  5  436  236223.38371031
147  6  434  236212.441768348
147  7  438  236251.505755352
147  8  435  236163.395080605
147  9  432  236125.658523744
147  10  435  236224.250042525
147  11  434  236201.534727092
147  12  434  236194.246726827
147  13  433  236160.347936371
147  14  435  236202.647365262
147  15  436  236161.090435888
147  16  432  236229.158347864
147  17  434  236214.478440863
147  18  437  236186.511511759
147  19  437  236218.270084213
147  20  431  236209.478849593
147  21  435  236213.24741624
147  22  431  236187.039122302
147  23  432  236183.210324364
147  24  434  236247.808479342
147  25  432  236182.446184674
147  26  433  236241.805766043
147  27  432  236230.860206338
147  28  436  236192.853517004
147  29  436  236234.211034748
147  30  433  236211.956013697
147  31  432  236208.126811291
147  32  434  236185.939399239
147  33  435  236190.925462225
147  34  431  236211.660759492
147  35  438  236207.981408663
147  36  435  236188.185479267
147  37  433  236215.18035563
147  38  433  236169.569991293
147  39  431  236156.953244073
147  40  433  236173.862127238
147  41  431  236193.019748419
147  42  429  236186.352258666
147  43  440  236224.136800208
147  44  433  236259.056696212
147  45  431  236165.320589002
147  46  432  236207.088259178
147  47  435  236280.301956547
147  48  433  236214.666162624
147  49  436  236213.331894242
147  50  435  236179.460081843
147  51  429  236171.474018926
147  52  434  236238.220819597
147  53  435  236190.054899831
147  54  436  236162.925998506
147  55  436  236206.754627573
147  56  436  236204.828803345
147  57  435  236207.562756838
147  58  430  236199.560324537
147  59  435  236241.093795659
147  60  436  236209.8247277
147  61  432  236210.130798952
147  62  430  236219.729620606
147  63  433  236198.216716906
147  64  432  236175.168748704
147  65  435  236204.035751784
147  66  437  236170.80454955
147  67  436  236177.880591983
147  68  430  236167.704733783
147  69  436  236234.686201948
147  70  436  236246.663263569
147  71  436  236171.534675709
147  72  436  236161.928784708
147  73  435  236203.670597107
147  74  433  236180.984288702
147  75  430  236212.224061649
147  76  432  236178.273107079
147  77  436  236177.699742347
147  78  434  236254.636763572
147  79  432  236264.62155809
147  80  438  236246.773574729
147  81  436  236193.444509304
147  82  434  236179.486385133
147  83  434  236211.528774427
147  84  433  236247.725766465
147  85  431  236182.585611177
147  86  431  236209.658435475
147  87  433  236211.068818118
147  88  435  236142.022018015
147  89  431  236217.943212702
147  90  437  236187.108261409
147  91  431  236166.006729567
147  92  436  236177.026183368
147  93  437  236208.011330655
147  94  432  236201.150114915
147  95  432  236199.148570147
147  96  430  236198.25748709
147  97  431  236233.397196782
147  98  428  236168.614099628
147  99  429  236207.816870816
147  100  435  236182.415561076
147  101  434  236167.833838296
147  102  434  236214.733085848
147  103  434  236223.326086221
147  104  434  236170.036990574
147  105  436  236199.246979876
147  106  430  236181.95252718
147  107  435  236235.66721158
147  108  432  236173.211134434
147  109  431  236254.123155166
147  110  434  236240.939180445
147  111  441  236254.851902983
147  112  430  236263.68748206
147  113  434  236170.092741218
147  114  437  236172.229527414
147  115  437  236198.837637199
147  116  430  236204.83029397
147  117  436  236217.862746747
147  118  430  236196.824621407
147  119  438  236203.602527732
147  120  434  236185.360843114
147  121  430  236233.175634984
147  122  430  236214.198433013
147  123  429  236261.00975673
147  124  438  236167.995082554
147  125  434  236196.924997981
147  126  429  236246.551206671
147  127  436  236200.397667408
148  0  432  236228.200920337
148  1  428  236232.934423777
148  2  431  236185.119116443
148  3  435  236199.963970956
148  4  434  236177.80307841
148  5  433  236217.000034468
148  6  437  236219.363581797
148  7  438  236237.795501375
148  8  434  236161.733991292
148  9  431  236128.331184015
148  10  436  236226.789549594
148  11  434  236204.681486629
148  12  435  236183.110556179
148  13  433  236172.888334637
148  14  440  236200.304840514
148  15  435  236159.715947465
148  16  433  236218.909273269
148  17  437  236221.043140821
148  18  436  236179.475640037
148  19  434  236189.774718104
148  20  431  236194.03604759
148  21  436  236222.154354178
148  22  433  236182.873957741
148  23  433  236183.251538044
148  24  435  236242.803403213
148  25  432  236184.273167124
148  26  428  236241.655638192
148  27  430  236209.650970035
148  28  435  236189.458947271
148  29  435  236238.71711913
148  30  435  236225.212132805
148  31  435  236206.635899582
148  32  433  236184.432632726
148  33  436  236186.72290529
148  34  430  236208.631966242
148  35  436  236192.688517826
148  36  438  236182.053551201
148  37  429  236225.739408922
148  38  433  236156.548369709
148  39  430  236153.139650675
148  40  434  236194.00107611
148  41  432  236197.580524857
148  42  431  236187.072950672
148  43  434  236229.553999778
148  44  431  236265.358556893
148  45  433  236169.156503695
148  46  430  236217.218157264
148  47  437  236285.623549013
148  48  432  236215.07107051
148  49  433  236218.178001218
148  50  434  236179.1501463
148  51  432  236175.494465497
148  52  436  236228.584386624
148  53  434  236172.893948545
148  54  435  236173.584672448
148  55  435  236218.644515281
148  56  431  236197.01506061
148  57  435  236218.603766669
148  58  428  236199.824853634
148  59  437  236240.132598581
148  60  435  236194.028472312
148  61  432  236207.490580447
148  62  430  236231.982197074
148  63  431  236207.439869586
148  64  432  236177.609248465
148  65  433  236214.177429904
148  66  438  236165.398431202
148  67  436  236184.682010734
148  68  432  236173.195324668
148  69  433  236230.576848189
148  70  436  236248.692191067
148  71  435  236171.066689183
148  72  435  236149.250390718
148  73  434  236199.392689957
148  74  433  236193.135494344
148  75  430  236215.39649005
148  76  431  236180.037342409
148  77  437  236177.540726242
148  78  432  236239.833420689
148  79  431  236259.964366206
148  80  438  236220.092577773
148  81  437  236203.544606629
148  82  436  236185.978460843
148  83  435  236212.131513823
148  84  434  236241.107586641
148  85  434  236195.700894216
148  86  432  236218.543176718
148  87  429  236203.708019783
